Job ID,Agency,Salary,Posting Date,Posting Updated
219180,DEPARTMENT OF FINANCE,21840,2015-10-19,2015-10-19
219553,DEPARTMENT OF TRANSPORTATION,59360,2015-10-20,2015-10-20
219553,DEPARTMENT OF TRANSPORTATION,59360,2015-10-20,2015-10-20
271153,DEPT OF ENVIRONMENT PROTECTION,85670,2016-11-07,2016-11-15
219633,DEPT OF HEALTH/MENTAL HYGIENE,59589,2015-10-20,2016-09-23
201133,DEPARTMENT OF FINANCE,93744,2016-01-21,2016-01-21
201367,DEPARTMENT OF TRANSPORTATION,62922,2015-07-22,2015-09-28
201367,DEPARTMENT OF TRANSPORTATION,62922,2015-07-22,2015-09-28
201643,DEPARTMENT OF FINANCE,89870,2015-07-30,2015-07-30
219717,DEPT OF HEALTH/MENTAL HYGIENE,69234,2015-10-20,2015-10-20
219717,DEPT OF HEALTH/MENTAL HYGIENE,69234,2015-10-20,2015-10-20
219752,DEPT OF HEALTH/MENTAL HYGIENE,65806,2015-10-23,2015-10-23
201665,DEPT OF HEALTH/MENTAL HYGIENE,48477,2015-07-23,2015-07-23
201665,DEPT OF HEALTH/MENTAL HYGIENE,48477,2015-07-23,2015-07-23
275038,CONSUMER AFFAIRS,102507,2016-12-12,2016-12-13
201818,DEPT OF HEALTH/MENTAL HYGIENE,97094,2015-07-24,2015-09-16
219752,DEPT OF HEALTH/MENTAL HYGIENE,65806,2015-10-23,2015-10-23
220128,TAXI & LIMOUSINE COMMISSION,81000,2015-10-22,2015-10-22
220128,TAXI & LIMOUSINE COMMISSION,81000,2015-10-22,2015-10-22
220356,HOUSING PRESERVATION & DVLPMNT,64495,2015-10-28,2016-03-28
220356,HOUSING PRESERVATION & DVLPMNT,64495,2015-10-28,2016-03-28
201818,DEPT OF HEALTH/MENTAL HYGIENE,97094,2015-07-24,2015-09-16
202767,DEPT OF ENVIRONMENT PROTECTION,81146,2015-08-06,2015-08-06
202767,DEPT OF ENVIRONMENT PROTECTION,81146,2015-08-06,2015-08-06
203029,DEPT OF HEALTH/MENTAL HYGIENE,77855,2015-07-30,2015-07-30
203029,DEPT OF HEALTH/MENTAL HYGIENE,77855,2015-07-30,2015-07-30
203387,DEPT OF HEALTH/MENTAL HYGIENE,39130,2015-08-03,2015-08-03
220511,DEPT OF HEALTH/MENTAL HYGIENE,59589,2015-10-27,2015-10-27
220511,DEPT OF HEALTH/MENTAL HYGIENE,59589,2015-10-27,2015-10-27
224253,DEPT OF ENVIRONMENT PROTECTION,99521,2015-12-01,2015-12-01
220618,DEPT OF HEALTH/MENTAL HYGIENE,62398,2015-10-28,2015-10-28
220618,DEPT OF HEALTH/MENTAL HYGIENE,62398,2015-10-28,2015-10-28
221045,NYC EMPLOYEES RETIREMENT SYS,112149,2015-10-30,2015-10-30
221045,NYC EMPLOYEES RETIREMENT SYS,112149,2015-10-30,2015-10-30
224329,DEPT OF HEALTH/MENTAL HYGIENE,121030,2015-12-02,2015-12-02
203833,DEPT OF HEALTH/MENTAL HYGIENE,66039,2015-08-03,2016-09-28
203833,DEPT OF HEALTH/MENTAL HYGIENE,66039,2015-08-03,2016-09-28
204915,DEPT OF ENVIRONMENT PROTECTION,62922,2015-08-11,2015-08-11
204915,DEPT OF ENVIRONMENT PROTECTION,62922,2015-08-11,2015-08-11
205470,DEPT OF ENVIRONMENT PROTECTION,50116,2015-08-11,2015-08-11
221562,DEPARTMENT OF FINANCE,115190,2015-11-06,2016-04-29
221562,DEPARTMENT OF FINANCE,115190,2015-11-06,2016-04-29
221567,DEPT OF HEALTH/MENTAL HYGIENE,55179,2015-11-04,2015-11-30
205470,DEPT OF ENVIRONMENT PROTECTION,50116,2015-08-11,2015-08-11
205612,DEPT OF INFO TECH & TELECOMM,108102,2015-08-14,2015-08-14
205612,DEPT OF INFO TECH & TELECOMM,108102,2015-08-14,2015-08-14
227285,DEPT OF ENVIRONMENT PROTECTION,106578,2016-01-07,2016-01-07
227351,TAXI & LIMOUSINE COMMISSION,48828,2016-01-05,2016-01-05
227351,TAXI & LIMOUSINE COMMISSION,48828,2016-01-05,2016-01-05
227458,DEPARTMENT OF FINANCE,21840,2016-01-07,2016-01-07
227458,DEPARTMENT OF FINANCE,21840,2016-01-07,2016-01-07
222692,DEPT OF HEALTH/MENTAL HYGIENE,58787,2015-11-13,2015-11-13
222840,DEPARTMENT OF TRANSPORTATION,99521,2015-11-25,2016-03-08
222840,DEPARTMENT OF TRANSPORTATION,99521,2015-11-25,2016-03-08
228487,DEPARTMENT OF FINANCE,96572,2016-01-14,2016-01-14
228525,DEPT OF HEALTH/MENTAL HYGIENE,49796,2016-01-15,2016-01-15
228525,DEPT OF HEALTH/MENTAL HYGIENE,49796,2016-01-15,2016-01-15
228550,ADMIN FOR CHILDREN'S SVCS,76838,2016-01-22,2016-09-30
228550,ADMIN FOR CHILDREN'S SVCS,76838,2016-01-22,2016-09-30
223194,DEPARTMENT OF TRANSPORTATION,81506,2015-11-19,2015-11-19
223194,DEPARTMENT OF TRANSPORTATION,81506,2015-11-19,2015-11-19
228904,DEPT OF ENVIRONMENT PROTECTION,95928,2016-02-19,2016-02-19
228945,DEPT OF ENVIRONMENT PROTECTION,119385,2016-01-22,2016-01-22
228945,DEPT OF ENVIRONMENT PROTECTION,119385,2016-01-22,2016-01-22
228947,DEPARTMENT OF TRANSPORTATION,73639,2016-01-22,2016-10-25
228947,DEPARTMENT OF TRANSPORTATION,73639,2016-01-22,2016-10-25
223244,DEPARTMENT OF FINANCE,115190,2015-11-24,2015-11-24
223244,DEPARTMENT OF FINANCE,115190,2015-11-24,2015-11-24
223426,DEPT OF PARKS & RECREATION,87074,2016-02-19,2016-06-28
229124,DEPT OF HEALTH/MENTAL HYGIENE,58971,2016-01-21,2016-02-03
229243,DEPT OF PARKS & RECREATION,51233,2016-01-29,2016-06-28
224329,DEPT OF HEALTH/MENTAL HYGIENE,121030,2015-12-02,2015-12-02
229243,DEPT OF PARKS & RECREATION,51233,2016-01-29,2016-03-14
229243,DEPT OF PARKS & RECREATION,51233,2016-01-29,2016-03-14
229283,HRA/DEPT OF SOCIAL SERVICES,79621,2016-01-26,2016-01-26
223426,DEPT OF PARKS & RECREATION,87074,2016-02-19,2016-06-28
223426,DEPT OF PARKS & RECREATION,87074,2016-02-19,2016-02-18
223736,DEPT OF ENVIRONMENT PROTECTION,76234,2015-11-30,2015-11-30
223736,DEPT OF ENVIRONMENT PROTECTION,76234,2015-11-30,2015-11-30
223946,DEPT OF HEALTH/MENTAL HYGIENE,64267,2015-11-24,2015-11-24
224243,DEPARTMENT OF FINANCE,72620,2015-11-30,2015-11-30
229320,DEPARTMENT OF TRANSPORTATION,88925,2016-01-22,2016-09-29
229320,DEPARTMENT OF TRANSPORTATION,88925,2016-01-22,2016-09-29
229410,DEPT OF HEALTH/MENTAL HYGIENE,72240,2016-01-26,2016-01-26
223946,DEPT OF HEALTH/MENTAL HYGIENE,64267,2015-11-24,2015-11-24
228749,DEPARTMENT OF TRANSPORTATION,106578,2016-01-22,2016-01-27
224058,DEPT OF HEALTH/MENTAL HYGIENE,68239,2015-11-25,2015-11-25
224058,DEPT OF HEALTH/MENTAL HYGIENE,68239,2015-11-25,2015-11-25
229410,DEPT OF HEALTH/MENTAL HYGIENE,72240,2016-01-26,2016-01-26
229463,DEPT OF HEALTH/MENTAL HYGIENE,57393,2016-01-26,2016-10-04
224253,DEPT OF ENVIRONMENT PROTECTION,99521,2015-12-01,2015-12-01
229463,DEPT OF HEALTH/MENTAL HYGIENE,57393,2016-01-26,2016-10-04
229507,DEPT OF HEALTH/MENTAL HYGIENE,36400,2016-01-26,2016-01-26
229507,DEPT OF HEALTH/MENTAL HYGIENE,36400,2016-01-26,2016-01-26
224194,OFFICE OF MANAGEMENT & BUDGET,106475,2015-11-30,2015-11-30
228749,DEPARTMENT OF TRANSPORTATION,106578,2016-01-22,2016-01-22
224194,OFFICE OF MANAGEMENT & BUDGET,106475,2015-11-30,2015-11-30
224243,DEPARTMENT OF FINANCE,72620,2015-11-30,2015-11-30
229051,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-01-20,2016-01-20
229051,DEPT OF HEALTH/MENTAL HYGIENE,21840,2016-01-20,2016-01-20
228555,DEPT OF HEALTH/MENTAL HYGIENE,54448,2016-01-15,2016-01-15
228555,DEPT OF HEALTH/MENTAL HYGIENE,54448,2016-01-15,2016-01-15
228596,DEPT OF HEALTH/MENTAL HYGIENE,55899,2016-01-19,2016-08-12
228596,DEPT OF HEALTH/MENTAL HYGIENE,55899,2016-01-19,2016-08-12
228597,ADMIN FOR CHILDREN'S SVCS,71526,2016-08-26,2016-08-26
228597,ADMIN FOR CHILDREN'S SVCS,71526,2016-08-26,2016-08-26
224435,DEPARTMENT OF FINANCE,50291,2015-12-07,2015-12-07
224444,DEPT OF HEALTH/MENTAL HYGIENE,55899,2015-12-02,2015-12-02
224444,DEPT OF HEALTH/MENTAL HYGIENE,55899,2015-12-02,2015-12-02
224514,OFFICE OF THE COMPTROLLER,95000,2015-12-02,2015-12-02
224568,DEPT OF HEALTH/MENTAL HYGIENE,59589,2015-12-03,2015-12-03
228713,DEPT OF HEALTH/MENTAL HYGIENE,55899,2016-01-15,2016-01-15
228713,DEPT OF HEALTH/MENTAL HYGIENE,55899,2016-01-15,2016-01-15
228801,DEPT OF HEALTH/MENTAL HYGIENE,158615,2016-01-15,2016-12-01
228801,DEPT OF HEALTH/MENTAL HYGIENE,158615,2016-01-15,2016-12-01
225060,HUMAN RIGHTS COMMISSION,99521,2015-12-07,2016-08-30
225060,HUMAN RIGHTS COMMISSION,99521,2015-12-07,2016-08-30
225247,DEPARTMENT OF TRANSPORTATION,74962,2015-12-11,2016-08-04
225247,DEPARTMENT OF TRANSPORTATION,74962,2015-12-11,2016-08-04
225490,DEPT OF ENVIRONMENT PROTECTION,51368,2015-12-14,2015-12-14
225490,DEPT OF ENVIRONMENT PROTECTION,51368,2015-12-14,2015-12-14
228889,DEPT OF HEALTH/MENTAL HYGIENE,52568,2016-01-19,2016-12-05
228889,DEPT OF HEALTH/MENTAL HYGIENE,52568,2016-01-19,2016-12-05
228902,DEPT OF HEALTH/MENTAL HYGIENE,82764,2016-01-19,2016-12-05
228902,DEPT OF HEALTH/MENTAL HYGIENE,82764,2016-01-19,2016-12-05
228904,DEPT OF ENVIRONMENT PROTECTION,95928,2016-02-19,2016-02-19
225534,NYC EMPLOYEES RETIREMENT SYS,31850,2015-12-11,2016-10-13
225534,NYC EMPLOYEES RETIREMENT SYS,31850,2015-12-11,2016-10-13
225603,DEPT OF HEALTH/MENTAL HYGIENE,51529,2015-12-14,2015-12-14
225603,DEPT OF HEALTH/MENTAL HYGIENE,51529,2015-12-14,2015-12-14
225837,DEPT OF HEALTH/MENTAL HYGIENE,71405,2015-12-16,2015-12-16
227486,DEPT OF HEALTH/MENTAL HYGIENE,58787,2016-01-06,2016-01-06
227486,DEPT OF HEALTH/MENTAL HYGIENE,58787,2016-01-06,2016-01-06
225837,DEPT OF HEALTH/MENTAL HYGIENE,71405,2015-12-16,2015-12-16
225848,DEPT OF HEALTH/MENTAL HYGIENE,28526,2015-12-15,2016-01-21
225848,DEPT OF HEALTH/MENTAL HYGIENE,28526,2015-12-15,2016-01-21
226044,DEPT OF INFO TECH & TELECOMM,41444,2015-12-21,2015-12-21
226045,DEPT OF INFO TECH & TELECOMM,77482,2015-12-17,2015-12-17
227523,DEPARTMENT OF TRANSPORTATION,77482,2016-01-13,2016-01-13
227523,DEPARTMENT OF TRANSPORTATION,77482,2016-01-13,2016-01-13
226227,DEPT OF HEALTH/MENTAL HYGIENE,99521,2015-12-18,2015-12-18
226227,DEPT OF HEALTH/MENTAL HYGIENE,99521,2015-12-18,2015-12-18
226235,DEPT OF HEALTH/MENTAL HYGIENE,99521,2015-12-18,2015-12-18
226235,DEPT OF HEALTH/MENTAL HYGIENE,99521,2015-12-18,2015-12-18
227629,DEPT OF PARKS & RECREATION,76500,2016-03-25,2016-06-28
227629,DEPT OF PARKS & RECREATION,76500,2016-03-25,2016-06-28
227629,DEPT OF PARKS & RECREATION,76500,2016-03-25,2016-03-24
227739,DEPARTMENT OF TRANSPORTATION,74962,2016-01-27,2016-02-08
226449,DEPT OF HEALTH/MENTAL HYGIENE,88331,2015-12-22,2016-08-19
226449,DEPT OF HEALTH/MENTAL HYGIENE,88331,2015-12-22,2016-08-19
227045,DEPT OF HEALTH/MENTAL HYGIENE,133770,2015-12-31,2015-12-31
226558,DEPT OF HEALTH/MENTAL HYGIENE,169066,2015-12-23,2015-12-23
226558,DEPT OF HEALTH/MENTAL HYGIENE,169066,2015-12-23,2015-12-23
226646,DEPARTMENT OF TRANSPORTATION,53527,2015-12-30,2016-05-03
227739,DEPARTMENT OF TRANSPORTATION,74962,2016-01-27,2016-02-08
242911,DEPT OF ENVIRONMENT PROTECTION,51368,2016-06-14,2016-06-14
228094,NYC EMPLOYEES RETIREMENT SYS,88282,2016-01-12,2016-01-19
228094,NYC EMPLOYEES RETIREMENT SYS,88282,2016-01-12,2016-01-19
228151,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-01-12,2016-01-12
226646,DEPARTMENT OF TRANSPORTATION,53527,2015-12-30,2016-05-03
222480,DEPT OF HEALTH/MENTAL HYGIENE,55179,2015-11-12,2015-11-12
226677,TAXI & LIMOUSINE COMMISSION,72526,2015-12-24,2016-02-04
226677,TAXI & LIMOUSINE COMMISSION,72526,2015-12-24,2016-02-04
226791,DEPT OF ENVIRONMENT PROTECTION,68130,2015-12-29,2016-01-05
228151,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-01-12,2016-01-12
273342,DEPT OF HEALTH/MENTAL HYGIENE,69160,2016-11-29,2016-12-09
228364,DEPT OF HEALTH/MENTAL HYGIENE,31917,2016-01-13,2016-01-13
228447,DEPT OF INFO TECH & TELECOMM,81526,2016-01-13,2016-01-13
228487,DEPARTMENT OF FINANCE,96572,2016-01-14,2016-01-14
226791,DEPT OF ENVIRONMENT PROTECTION,68130,2015-12-29,2015-12-29
226791,DEPT OF ENVIRONMENT PROTECTION,68130,2015-12-29,2015-12-29
226891,DEPT OF HEALTH/MENTAL HYGIENE,119385,2015-12-29,2015-12-29
226891,DEPT OF HEALTH/MENTAL HYGIENE,119385,2015-12-29,2015-12-29
227001,DEPT OF HEALTH/MENTAL HYGIENE,133770,2015-12-31,2016-12-19
227001,DEPT OF HEALTH/MENTAL HYGIENE,133770,2015-12-31,2016-12-19
273342,DEPT OF HEALTH/MENTAL HYGIENE,69160,2016-11-29,2016-12-09
222498,DEPT OF HEALTH/MENTAL HYGIENE,34695,2015-11-12,2016-01-14
222498,DEPT OF HEALTH/MENTAL HYGIENE,34695,2015-11-12,2016-01-14
222692,DEPT OF HEALTH/MENTAL HYGIENE,58787,2015-11-13,2015-11-13
227045,DEPT OF HEALTH/MENTAL HYGIENE,133770,2015-12-31,2015-12-31
227127,DEPT OF ENVIRONMENT PROTECTION,49273,2016-01-05,2016-01-05
227127,DEPT OF ENVIRONMENT PROTECTION,49273,2016-01-05,2016-01-05
227159,DEPT OF ENVIRONMENT PROTECTION,51368,2016-01-05,2016-01-05
227159,DEPT OF ENVIRONMENT PROTECTION,51368,2016-01-05,2016-01-05
227285,DEPT OF ENVIRONMENT PROTECTION,106578,2016-01-07,2016-01-07
235681,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-03-16,2016-03-16
235681,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-03-16,2016-03-16
235685,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-03-16,2016-03-16
235685,DEPT OF HEALTH/MENTAL HYGIENE,58949,2016-03-16,2016-03-16
235793,LAW DEPARTMENT,37854,2016-03-18,2016-05-06
232360,DEPT OF INFO TECH & TELECOMM,88677,2016-02-24,2016-02-24
232380,DEPT OF HEALTH/MENTAL HYGIENE,37803,2016-02-22,2016-10-25
232380,DEPT OF HEALTH/MENTAL HYGIENE,37803,2016-02-22,2016-10-25
232421,DEPT OF INFO TECH & TELECOMM,88677,2016-02-24,2016-02-24
232421,DEPT OF INFO TECH & TELECOMM,88677,2016-02-24,2016-02-24
235793,LAW DEPARTMENT,37854,2016-03-18,2016-05-06
236070,HOUSING PRESERVATION & DVLPMNT,74962,2016-03-22,2016-04-27
236070,HOUSING PRESERVATION & DVLPMNT,74962,2016-03-22,2016-04-27
236071,DEPT OF DESIGN & CONSTRUCTION,98806,2016-10-04,2016-10-28
232635,DEPT OF HEALTH/MENTAL HYGIENE,64703,2016-02-23,2016-02-23
232635,DEPT OF HEALTH/MENTAL HYGIENE,64703,2016-02-23,2016-02-23
232773,HOUSING PRESERVATION & DVLPMNT,83123,2016-02-25,2016-05-18
236133,DEPT OF HEALTH/MENTAL HYGIENE,107293,2016-03-21,2016-03-21
232773,HOUSING PRESERVATION & DVLPMNT,83123,2016-02-25,2016-05-18
236072,DEPT OF DESIGN & CONSTRUCTION,90404,2016-10-04,2016-10-28
236079,DEPARTMENT OF FINANCE,81838,2016-03-23,2016-03-23
236079,DEPARTMENT OF FINANCE,81838,2016-03-23,2016-03-23
232988,DEPARTMENT OF TRANSPORTATION,119385,2016-07-01,2016-07-01
236133,DEPT OF HEALTH/MENTAL HYGIENE,107293,2016-03-21,2016-03-21
232886,DEPT OF INFO TECH & TELECOMM,71336,2016-02-25,2016-02-25
232886,DEPT OF INFO TECH & TELECOMM,71336,2016-02-25,2016-02-25
232895,HOUSING PRESERVATION & DVLPMNT,80623,2016-03-21,2016-03-21
232895,HOUSING PRESERVATION & DVLPMNT,80623,2016-03-21,2016-03-21
236156,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-03-22,2016-03-22
236156,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-03-22,2016-03-22
236203,DEPT OF INFO TECH & TELECOMM,21840,2016-04-13,2016-11-09
232988,DEPARTMENT OF TRANSPORTATION,119385,2016-07-01,2016-07-01
230259,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-02-02,2016-02-02
233005,DEPT OF INFO TECH & TELECOMM,88627,2016-03-22,2016-03-22
233005,DEPT OF INFO TECH & TELECOMM,88627,2016-03-22,2016-03-22
233011,DEPARTMENT OF FINANCE,74338,2016-02-29,2016-02-29
229651,DEPT OF HEALTH/MENTAL HYGIENE,55179,2016-01-27,2016-01-27
229651,DEPT OF HEALTH/MENTAL HYGIENE,55179,2016-01-27,2016-01-27
229837,DEPT OF INFO TECH & TELECOMM,91838,2016-02-17,2016-02-17
229916,DEPT OF ENVIRONMENT PROTECTION,95928,2016-02-19,2016-02-19
233017,ADMIN FOR CHILDREN'S SVCS,119385,2016-02-26,2016-02-26
233017,ADMIN FOR CHILDREN'S SVCS,119385,2016-02-26,2016-02-26
233242,DEPT OF HEALTH/MENTAL HYGIENE,62398,2016-02-26,2016-08-04
233242,DEPT OF HEALTH/MENTAL HYGIENE,62398,2016-02-26,2016-08-04
233352,DEPT OF HEALTH/MENTAL HYGIENE,60877,2016-02-26,2016-02-26
229916,DEPT OF ENVIRONMENT PROTECTION,95928,2016-02-19,2016-02-19
230147,DEPT OF HEALTH/MENTAL HYGIENE,51529,2016-04-20,2016-04-20
230147,DEPT OF HEALTH/MENTAL HYGIENE,51529,2016-04-20,2016-04-20
230250,DEPT OF ENVIRONMENT PROTECTION,60649,2016-02-03,2016-02-03
230250,DEPT OF ENVIRONMENT PROTECTION,60649,2016-02-03,2016-02-03
233352,DEPT OF HEALTH/MENTAL HYGIENE,60877,2016-02-26,2016-02-26
233378,DEPARTMENT OF TRANSPORTATION,91484,2016-03-03,2016-03-03
233378,DEPARTMENT OF TRANSPORTATION,91484,2016-03-03,2016-03-03
230259,DEPT OF HEALTH/MENTAL HYGIENE,48316,2016-02-02,2016-02-02
230329,DEPT OF HEALTH/MENTAL HYGIENE,58971,2016-02-02,2016-02-02
230329,DEPT OF HEALTH/MENTAL HYGIENE,58971,2016-02-02,2016-02-02
233549,NYC EMPLOYEES RETIREMENT SYS,109413,2016-03-01,2016-03-01
233549,NYC EMPLOYEES RETIREMENT SYS,109413,2016-03-01,2016-03-01
234096,ADMIN FOR CHILDREN'S SVCS,62398,2016-12-14,2016-12-14
234096,ADMIN FOR CHILDREN'S SVCS,62398,2016-12-14,2016-12-14
230388,HOUSING PRESERVATION & DVLPMNT,54448,2016-02-02,2016-02-02
230388,HOUSING PRESERVATION & DVLPMNT,54448,2016-02-02,2016-02-02
230490,LAW DEPARTMENT,69166,2016-02-03,2016-03-18
230490,LAW DEPARTMENT,69166,2016-02-03,2016-03-18
230769,DEPT OF ENVIRONMENT PROTECTION,45604,2016-02-11,2016-12-08
234193,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-03-03,2016-03-03
234193,DEPT OF HEALTH/MENTAL HYGIENE,44289,2016-03-03,2016-03-03
234202,DEPT OF HEALTH/MENTAL HYGIENE,52065,2016-03-03,2016-03-03
230974,ADMIN FOR CHILDREN'S SVCS,77504,2016-08-04,2016-08-04
230769,DEPT OF ENVIRONMENT PROTECTION,45604,2016-02-11,2016-12-08
230854,DEPT OF HEALTH/MENTAL HYGIENE,150361,2016-03-10,2016-03-10
230854,DEPT OF HEALTH/MENTAL HYGIENE,150361,2016-03-10,2016-03-10
230974,ADMIN FOR CHILDREN'S SVCS,77504,2016-08-04,2016-08-04
231077,DEPT OF ENVIRONMENT PROTECTION,74962,2016-03-25,2016-07-27
234202,DEPT OF HEALTH/MENTAL HYGIENE,52065,2016-03-03,2016-03-03
234203,ADMIN FOR CHILDREN'S SVCS,79420,2016-03-03,2016-03-04
234203,ADMIN FOR CHILDREN'S SVCS,79420,2016-03-03,2016-03-04
234206,DEPT OF HEALTH/MENTAL HYGIENE,33590,2016-03-03,2016-03-03
231077,DEPT OF ENVIRONMENT PROTECTION,74962,2016-03-25,2016-07-27
231144,DEPARTMENT OF INVESTIGATION,97500,2016-02-10,2016-02-10
231144,DEPARTMENT OF INVESTIGATION,97500,2016-02-10,2016-02-10
231293,DEPARTMENT OF TRANSPORTATION,51827,2016-03-03,2016-03-03
231293,DEPARTMENT OF TRANSPORTATION,51827,2016-03-03,2016-03-03
231349,DEPT OF PARKS & RECREATION,73500,2016-02-19,2016-03-10
234206,DEPT OF HEALTH/MENTAL HYGIENE,33590,2016-03-03,2016-03-03
234365,DEPT OF INFO TECH & TELECOMM,86526,2016-03-07,2016-03-07
234365,DEPT OF INFO TECH & TELECOMM,86526,2016-03-07,2016-03-07
231349,DEPT OF PARKS & RECREATION,73500,2016-02-19,2016-06-28
231349,DEPT OF PARKS & RECREATION,73500,2016-02-19,2016-06-28
235309,DEPT OF HEALTH/MENTAL HYGIENE,29561,2016-03-14,2016-06-08
231350,DEPT OF HEALTH/MENTAL HYGIENE,85716,2016-02-11,2016-02-11
231354,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-02-10,2016-02-10
234366,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-03-08,2016-03-08
234366,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-03-08,2016-03-08
234425,DEPT OF ENVIRONMENT PROTECTION,105000,2016-03-08,2016-03-08
234425,DEPT OF ENVIRONMENT PROTECTION,105000,2016-03-08,2016-03-08
234578,DEPT OF ENVIRONMENT PROTECTION,105000,2016-03-08,2016-03-08
231354,DEPT OF HEALTH/MENTAL HYGIENE,99521,2016-02-10,2016-02-10
231376,DEPARTMENT OF FINANCE,94338,2016-04-11,2016-04-11
231376,DEPARTMENT OF FINANCE,94338,2016-04-11,2016-04-11
234578,DEPT OF ENVIRONMENT PROTECTION,105000,2016-03-08,2016-03-08
234869,DEPARTMENT OF BUSINESS SERV.,48173,2016-03-09,2016-05-16
234869,DEPARTMENT OF BUSINESS SERV.,48173,2016-03-09,2016-05-16
232360,DEPT OF INFO TECH & TELECOMM,88677,2016-02-24,2016-02-24
234917,HRA/DEPT OF SOCIAL SERVICES,138320,2016-09-15,2016-09-15
234917,HRA/DEPT OF SOCIAL SERVICES,138320,2016-09-15,2016-09-15
234921,NYC EMPLOYEES RETIREMENT SYS,85212,2016-03-11,2016-03-11
231851,HOUSING PRESERVATION & DVLPMNT,60979,2016-02-16,2016-02-16
237981,DEPARTMENT OF FINANCE,74627,2016-04-26,2016-04-26
231851,HOUSING PRESERVATION & DVLPMNT,60979,2016-02-16,2016-02-16
234921,NYC EMPLOYEES RETIREMENT SYS,85212,2016-03-11,2016-03-11
234968,DEPT OF PARKS & RECREATION,33729,2016-03-11,2016-05-16
235008,DEPT OF HEALTH/MENTAL HYGIENE,51529,2016-03-12,2016-07-15
231937,DEPARTMENT OF TRANSPORTATION,75660,2016-02-19,2016-02-19
231937,DEPARTMENT OF TRANSPORTATION,75660,2016-02-19,2016-02-19
231945,ADMIN FOR CHILDREN'S SVCS,62398,2016-02-26,2016-06-29
235008,DEPT OF HEALTH/MENTAL HYGIENE,51529,2016-03-12,2016-07-15
235183,DEPARTMENT OF TRANSPORTATION,57393,2016-03-11,2016-03-24
235183,DEPARTMENT OF TRANSPORTATION,57393,2016-03-11,2016-03-24
235297,DEPT OF HEALTH/MENTAL HYGIENE,78464,2016-03-14,2016-09-16
231945,ADMIN FOR CHILDREN'S SVCS,62398,2016-02-26,2016-06-29
231965,DEPARTMENT OF TRANSPORTATION,44208,2016-03-11,2016-03-14
236926,DEPARTMENT OF TRANSPORTATION,88282,2016-04-04,2016-04-04
231965,DEPARTMENT OF TRANSPORTATION,44208,2016-03-11,2016-03-14
232275,DEPT OF HEALTH/MENTAL HYGIENE,107734,2016-02-20,2016-02-19
232275,DEPT OF HEALTH/MENTAL HYGIENE,107734,2016-02-20,2016-02-19
235297,DEPT OF HEALTH/MENTAL HYGIENE,78464,2016-03-14,2016-09-16
235309,DEPT OF HEALTH/MENTAL HYGIENE,29561,2016-03-14,2016-06-08
235634,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-03-16,2016-03-16
235634,DEPT OF HEALTH/MENTAL HYGIENE,76942,2016-03-16,2016-03-16
232338,DEPT OF INFO TECH & TELECOMM,103602,2016-02-23,2016-02-23
232338,DEPT OF INFO TECH & TELECOMM,103602,2016-02-23,2016-02-23
237921,ADMIN FOR CHILDREN'S SVCS,71252,2016-04-06,2016-04-21
237926,ADMIN FOR CHILDREN'S SVCS,99521,2016-04-06,2016-04-21
237926,ADMIN FOR CHILDREN'S SVCS,99521,2016-04-06,2016-04-21
237939,ADMIN FOR CHILDREN'S SVCS,107734,2016-04-06,2016-04-21
237939,ADMIN FOR CHILDREN'S SVCS,107734,2016-04-06,2016-04-21
236274,DEPT OF YOUTH & COMM DEV SRVS,58787,2016-10-11,2016-10-11
236274,DEPT OF YOUTH & COMM DEV SRVS,58787,2016-10-11,2016-10-11
236389,HOUSING PRESERVATION & DVLPMNT,70000,2016-03-28,2016-03-28
236389,HOUSING PRESERVATION & DVLPMNT,70000,2016-03-28,2016-03-28
236656,DEPT OF HEALTH/MENTAL HYGIENE,55899,2016-08-30,2016-10-06
238520,BOARD OF CORRECTION,59559,2016-04-12,2016-04-12
238604,DEPT OF YOUTH & COMM DEV SRVS,58787,2016-10-11,2016-10-11
238604,DEPT OF YOUTH & COMM DEV SRVS,58787,2016-10-11,2016-10-11
236656,DEPT OF HEALTH/MENTAL HYGIENE,55899,2016-08-30,2016-10-06
236704,DEPT OF HEALTH/MENTAL HYGIENE,33761,2016-03-28,2016-11-15
236704,DEPT OF HEALTH/MENTAL HYGIENE,33761,2016-03-28,2016-11-15
236719,DEPT OF HEALTH/MENTAL HYGIENE,36400,2016-03-27,2016-12-15
236719,DEPT OF HEALTH/MENTAL HYGIENE,36400,2016-03-27,2016-12-15
239094,DEPARTMENT OF FINANCE,90645,2016-04-26,2016-04-27
